[
		'e' : 13,
		'f' : 113,
		'g' : '对手HP越低&#10;攻击力提升越大',
		'h' : 14,
		'i' : 90,
		'j' : '较高（60-74）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 1,
		'n' : '藏中',
		'o' : 3220,
		'p' : 2990,
		'q' : 4880,
		'r' : 5340,
		's' : 26,
		't' : 8200,
		'u' : 7900,
		'v' : 60,
		'w' : 30,
		'x' : 70,
		'y' : 10800,
		'z' : '刺突剑＝急所应酬'
	},
	{
		'a' : 32,
		'b' : '试作型洛特',
		'c' : 4,
		'd' : 1,
		'e' : 14,
		'f' : 103,
		'g' : '攻击力上升100%',
		'h' : 100,
		'i' : 100,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 1,
		'n' : '藏中',
		'o' : 1580,
		'p' : 2910,
		'q' : 5830,
		'r' : 6370,
		's' : 34,
		't' : 10000,
		'u' : 9600,
		'v' : 70,
		'w' : 39,
		'x' : 80,
		'y' : 11000,
		'z' : '圧断剑＝外敌排除'
	},
	{
		'a' : 33,
		'b' : '第二型格里弗雷特',
		'c' : 4,
		'd' : 1,
		'e' : 9,
		'f' : 114,
		'g' : '攻击回合数越多&#10;攻击力提升越大',
		'h' : 17,
		'i' : 100,
		'j' : '较高（60-74）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '竹岡美穂',
		'o' : 2050,
		'p' : 2220,
		'q' : 4110,
		'r' : 4110,
		's' : 35,
		't' : 8500,
		'u' : 7500,
		'v' : 70,
		'w' : 39,
		'x' : 80,
		'y' : 10800,
		'z' : '教练枪＝打破手顺'
	},
	{
		'a' : 34,
		'b' : '第二型贝兰',
		'c' : 3,
		'd' : 1,
		'e' : 7,
		'f' : 118,
		'g' : 'SUPER越多&#10;攻击力提升越大',
		'h' : 6,
		'i' : 80,
		'j' : '较高（60-74）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'MOTA',
		'o' : 1480,
		'p' : 1370,
		'q' : 3070,
		'r' : 2610,
		's' : 33,
		't' : 6600,
		'u' : 5300,
		'v' : 60,
		'w' : 38,
		'x' : 70,
		'y' : 10900,
		'z' : '贯通剑＝必杀特化'
	},
	{
		'a' : 35,
		'b' : '特殊型哥罗亚斯',
		'c' : 2,
		'd' : 1,
		'e' : 6,
		'f' : 131,
		'g' : '攻击力上升20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 1,
		'n' : '宮城',
		'o' : 730,
		'p' : 1680,
		'q' : 2220,
		'r' : 2000,
		's' : 16,
		't' : 4900,
		'u' : 4100,
		'v' : 50,
		'w' : 20,
		'x' : 60,
		'y' : 10800,
		'z' : '裁断剑＝少数奇袭'
	},
	{
		'a' : 36,
		'b' : '预言型梅林',
		'c' : 3,
		'd' : 1,
		'e' : 8,
		'f' : 106,
		'g' : 'HP在10%以下时&#10;攻击力上升100%',
		'h' : 100,
		'i' : 100,
		'j' : '极高（90-100）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 1,
		'n' : '田中雄一',
		'o' : 1990,
		'p' : 1840,
		'q' : 5360,
		'r' : 2600,
		's' : 40,
		't' : 8900,
		'u' : 5300,
		'v' : 60,
		'w' : 45,
		'x' : 70,
		'y' : 10900,
		'z' : '恶龙预言＃０'
	},
	{
		'a' : 37,
		'b' : '虏获型摩高斯',
		'c' : 4,
		'd' : 1,
		'e' : 9,
		'f' : 117,
		'g' : '卡片等级越高&#10;攻击力提升越大',
		'h' : 16,
		'i' : 90,
		'j' : '普通（45-59）',
		'k' : 1,
		'l' : '成长：大',
		'm' : 2,
		'n' : '田中雄一',
		'o' : 1700,
		'p' : 1910,
		'q' : 4290,
		'r' : 4880,
		's' : 36,
		't' : 8700,
		'u' : 8200,
		'v' : 70,
		'w' : 40,
		'x' : 80,
		'y' : 10800,
		'z' : '魔法杖＝因子导火'
	},
	{
		'a' : 38,
		'b' : '第一型高文',
		'c' : 5,
		'd' : 2,
		'e' : 16,
		'f' : 215,
		'g' : '回复卡牌HP的50%',
		'h' : 50,
		'i' : 50,
		'j' : '很低（15-34）',
		'k' : 2,
		'l' : '成长：中',
		'm' : 1,
		'n' : '凪良',
		'o' : 3980,
		'p' : 5050,
		'q' : 7070,
		'r' : 9920,
		's' : 40,
		't' : 16500,
		'u' : 17100,
		'v' : 90,
		'w' : 45,
		'x' : 100,
		'y' : 10900,
		'z' : '防御恩恵＃１５'
	},
	{
		'a' : 39,
		'b' : '第一型莫德雷德',
		'c' : 6,
		'd' : 2,
		'e' : 19,
		'f' : 103,
		'g' : '攻击力上升100%',
		'h' : 100,
		'i' : 100,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 1,
		'n' : 'BUNBUN',
		'o' : 2960,
		'p' : 4650,
		'q' : 9180,
		'r' : 10020,
		's' : 45,
		't' : 23800,
		'u' : 21200,
		'v' : 100,
		'w' : 49,
		'x' : 110,
		'y' : 10800,
		'z' : '王政终焉＃９９'
	},
	{
		'a' : 40,
		'b' : '制御型贝德维尔',
		'c' : 1,
		'd' : 2,
		'e' : 3,
		'f' : 131,
		'g' : '攻击力上升20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 2,
		'n' : '小惡魔',
		'o' : 650,
		'p' : 460,
		'q' : 1150,
		'r' : 850,
		's' : 15,
		't' : 2700,
		'u' : 2100,
		'v' : 40,
		'w' : 20,
		'x' : 50,
		'y' : 10900,
		'z' : '暴走阻止＃７'
	},
	{
		'a' : 41,
		'b' : '特殊型尤文之狮',
		'c' : 1,
		'd' : 2,
		'e' : 5,
		'f' : 131,
		'g' : '攻击力上升20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 2,
		'n' : '黑銀',
		'o' : 750,
		'p' : 1030,
		'q' : 1290,
		'r' : 1910,
		's' : 15,
		't' : 2900,
		'u' : 3100,
		'v' : 40,
		'w' : 19,
		'x' : 50,
		'y' : 10800,
		'z' : '恶龙杀害＃５０'
	},
	{
		'a' : 42,
		'b' : '外敌型本',
		'c' : 2,
		'd' : 2,
		'e' : 11,
		'f' : 131,
		'g' : '攻击力上升20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '黑銀',
		'o' : 2160,
		'p' : 1210,
		'q' : 5050,
		'r' : 2430,
		's' : 24,
		't' : 7600,
		'u' : 4400,
		'v' : 50,
		'w' : 29,
		'x' : 60,
		'y' : 10900,
		'z' : '循环锁刃＃３'
	},
	{
		'a' : 43,
		'b' : '第二型柯尔格利万斯',
		'c' : 4,
		'd' : 2,
		'e' : 12,
		'f' : 111,
		'g' : '自己HP越低&#10;攻击力提升越大',
		'h' : 3,
		'i' : 90,
		'j' : '较高（60-74）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'LLO',
		'o' : 3150,
		'p' : 2150,
		'q' : 7510,
		'r' : 3840,
		's' : 35,
		't' : 11800,
		'u' : 7200,
		'v' : 70,
		'w' : 39,
		'x' : 80,
		'y' : 10800,
		'z' : '牺牲觉悟＃７８'
	},
	{
		'a' : 44,
		'b' : '第二型尤文',
		'c' : 4,
		'd' : 2,
		'e' : 10,
		'f' : 203,
		'g' : '回复卡牌HP的100%',
		'h' : 100,
		'i' : 100,
		'j' : '很低（15-34）',
		'k' : 2,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'toi8',
		'o' : 2850,
		'p' : 1890,
		'q' : 5810,
		'r' : 3510,
		's' : 37,
		't' : 10200,
		'u' : 6900,
		'v' : 70,
		'w' : 41,
		'x' : 80,
		'y' : 10800,
		'z' : '暴风石碑＃５'
	},
	{
		'a' : 45,
		'b' : '亚瑟 -技巧之场-',
		'c' : 3,
		'd' : 2,
		'e' : 7,
		'f' : 108,
		'g' : '「技巧之场」越多&#10;攻击力提升越大',
		'h' : 19,
		'i' : 70,
		'j' : '很高（75-89）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '田中雄一',
		'o' : 1960,
		'p' : 1520,
		'q' : 3790,
		'r' : 2910,
		's' : 30,
		't' : 7300,
		'u' : 5600,
		'v' : 60,
		'w' : 34,
		'x' : 70,
		'y' : 10800,
		'z' : '形势修缮＃５'
	},
	{
		'a' : 46,
		'b' : '第二型亚格拉文',
		'c' : 1,
		'd' : 2,
		'e' : 6,
		'f' : 307,
		'g' : '战斗胜利后一定概率&#10;BC回复10',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 6,
		'l' : '成长：小',
		'm' : 2,
		'n' : 'nagimiso',
		'o' : 890,
		'p' : 1180,
		'q' : 1730,
		'r' : 1910,
		's' : 14,
		't' : 3300,
		'u' : 3100,
		'v' : 40,
		'w' : 19,
		'x' : 50,
		'y' : 10900,
		'z' : '骑士解析＃２５'
	},
	{
		'a' : 47,
		'b' : '第二型卡尔迪斯',
		'c' : 1,
		'd' : 2,
		'e' : 6,
		'f' : 306,
		'g' : '战斗胜利后一定概率&#10;AP回复10',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 5,
		'l' : '成长：小',
		'm' : 1,
		'n' : '木村大輔',
		'o' : 860,
		'p' : 1200,
		'q' : 1950,
		'r' : 1760,
		's' : 15,
		't' : 3500,
		'u' : 2900,
		'v' : 40,
		'w' : 19,
		'x' : 50,
		'y' : 10800,
		'z' : '地形制御＃２９'
	},
	{
		'a' : 48,
		'b' : '第二型迪拿丹',
		'c' : 5,
		'd' : 2,
		'e' : 14,
		'f' : 304,
		'g' : '战斗胜利后一定概率&#10;SUPER小幅提升',
		'h' : 10,
		'i' : 10,
		'j' : '普通（45-59）',
		'k' : 3,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'John Hathway',
		'o' : 3400,
		'p' : 3150,
		'q' : 6310,
		'r' : 5800,
		's' : 38,
		't' : 16100,
		'u' : 13400,
		'v' : 90,
		'w' : 44,
		'x' : 100,
		'y' : 11000,
		'z' : '演出嘲弄＃１'
	},
	{
		'a' : 49,
		'b' : '支援型律涅特',
		'c' : 3,
		'd' : 2,
		'e' : 5,
		'f' : 301,
		'g' : '战斗胜利后一定概率&#10;AP回复10',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 5,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'CHAN×CO',
		'o' : 2070,
		'p' : 950,
		'q' : 4220,
		'r' : 1730,
		's' : 32,
		't' : 7800,
		'u' : 4500,
		'v' : 60,
		'w' : 37,
		'x' : 70,
		'y' : 10900,
		'z' : '迷彩指轮＃２０'
	},
	{
		'a' : 50,
		'b' : '外敌型波尔斯',
		'c' : 3,
		'd' : 2,
